sku,attribute_set,type,product_websites,banda,color,country_of_manufacture,description,enable_googlecheckout,has_options,manufacturer,modelo,msrp_display_actual_price_type,msrp_enabled,name,options_container,price,reffornecedor,required_options,short_description,status,tamanho,tax_class_id,visibility,weight,qty,min_qty,use_config_min_qty,is_qty_decimal,backorders,use_config_backorders,min_sale_qty,use_config_min_sale_qty,max_sale_qty,use_config_max_sale_qty,is_in_stock,use_config_notify_stock_qty,manage_stock,use_config_manage_stock,stock_status_changed_auto,use_config_qty_increments,qty_increments,use_config_enable_qty_inc,enable_qty_increments,is_decimal_divided,media_position,media_is_disabled,categories,configurable_attributes,simples_skus
CMCMM00224,Camisas,simple,base,AC/DC,,Brasil,"Camisa com manga Acdc Hells Bells",0,0,296,"com manga","No Carrinho","Utilizar configuração","Camisa com manga Acdc Hells Bells","Bloco depois da Coluna de Informação",25,296,0,"Camisa com manga Acdc Hells Bells",1,M,0,1,250,15,0,1,0,0,1,1,1,0,1,1,1,0,1,0,1,0,1,0,0,1,0,"Camisas masculinas::1::1::1/Bandas::1::1::1",,
CMCMG00225,Camisas,simple,base,AC/DC,,Brasil,"Camisa com manga Acdc Hells Bells",0,0,296,"com manga","No Carrinho","Utilizar configuração","Camisa com manga Acdc Hells Bells","Bloco depois da Coluna de Informação",25,296,0,"Camisa com manga Acdc Hells Bells",1,G,0,1,250,0,0,1,0,0,1,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,"Camisas masculinas::1::1::1/Bandas::1::1::1",,
CMCMGG00159,Camisas,simple,base,AC/DC,,Brasil,"Camisa com manga Acdc Hells Bells",0,0,296,"com manga","No Carrinho","Utilizar configuração","Camisa com manga Acdc Hells Bells","Bloco depois da Coluna de Informação",25,296,0,"Camisa com manga Acdc Hells Bells",1,GG,0,1,250,5,0,1,0,0,1,1,1,0,1,1,1,0,1,0,1,0,1,0,0,1,0,"Camisas masculinas::1::1::1/Bandas::1::1::1",,
CMCMXGG00006,Camisas,simple,base,AC/DC,,Brasil,"Camisa com manga Acdc Hells Bells",0,0,296,"com manga","No Carrinho","Utilizar configuração","Camisa com manga Acdc Hells Bells","Bloco depois da Coluna de Informação",25,296,0,"Camisa com manga Acdc Hells Bells",1,XGG,0,1,250,7,0,1,0,0,1,1,1,0,1,1,1,0,1,0,1,0,1,0,0,1,0,"Camisas masculinas::1::1::1/Bandas::1::1::1",,
CMCMP00197,Camisas,simple,base,AC/DC,,Brasil,"Camisa com manga Acdc Highway",0,0,353,"com manga","No Carrinho","Utilizar configuração","Camisa com manga Acdc Highway","Bloco depois da Coluna de Informação",25,353,0,"Camisa com manga Acdc Highway",1,P,0,1,250,0,0,1,0,0,1,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,"Camisas masculinas::1::1::1/Bandas::1::1::1",,
CMCMM00240,Camisas,simple,base,AC/DC,,Brasil,"Camisa com manga Acdc Highway",0,0,353,"com manga","No Carrinho","Utilizar configuração","Camisa com manga Acdc Highway","Bloco depois da Coluna de Informação",25,353,0,"Camisa com manga Acdc Highway",1,M,0,1,250,0,0,1,0,0,1,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,"Camisas masculinas::1::1::1/Bandas::1::1::1",,
CMCMG00242,Camisas,simple,base,AC/DC,,Brasil,"Camisa com manga Acdc Highway",0,0,353,"com manga","No Carrinho","Utilizar configuração","Camisa com manga Acdc Highway","Bloco depois da Coluna de Informação",25,353,0,"Camisa com manga Acdc Highway",1,G,0,1,250,-3,0,1,0,0,1,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,"Camisas masculinas::1::1::1/Bandas::1::1::1",,
CMCMG00241,Camisas,simple,base,AC/DC,,Brasil,"Camisa com manga Acdc Highway",0,0,353,"com manga","No Carrinho","Utilizar configuração","Camisa com manga Acdc Highway","Bloco depois da Coluna de Informação",25,353,0,"Camisa com manga Acdc Highway",1,G,0,1,250,0,0,1,0,0,1,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,"Camisas masculinas::1::1::1/Bandas::1::1::1",,
CMCMGG00175,Camisas,simple,base,AC/DC,,Brasil,"Camisa com manga Acdc Highway",0,0,353,"com manga","No Carrinho","Utilizar configuração","Camisa com manga Acdc Highway","Bloco depois da Coluna de Informação",25,353,0,"Camisa com manga Acdc Highway",1,GG,0,1,250,0,0,1,0,0,1,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,"Camisas masculinas::1::1::1/Bandas::1::1::1",,
CMCMM00226,Camisas,simple,base,"Alice in Chains",,Brasil,"Camisa com manga Alice Cachorro",0,0,305,"com manga","No Carrinho","Utilizar configuração","Camisa com manga Alice Cachorro","Bloco depois da Coluna de Informação",25,305,0,"Camisa com manga Alice Cachorro",1,M,0,1,250,14,0,1,0,0,1,1,1,0,1,1,1,0,1,0,1,0,1,0,0,1,0,"Camisas masculinas::1::1::1/Bandas::1::1::1",,
CMCMG00227,Camisas,simple,base,"Alice in Chains",,Brasil,"Camisa com manga Alice Cachorro",0,0,305,"com manga","No Carrinho","Utilizar configuração","Camisa com manga Alice Cachorro","Bloco depois da Coluna de Informação",25,305,0,"Camisa com manga Alice Cachorro",1,G,0,1,250,20,0,1,0,0,1,1,1,0,1,1,1,0,1,0,1,0,1,0,0,1,0,"Camisas masculinas::1::1::1/Bandas::1::1::1",,
CMCMGG00161,Camisas,simple,base,"Alice in Chains",,Brasil,"Camisa com manga Alice Cachorro",0,0,305,"com manga","No Carrinho","Utilizar configuração","Camisa com manga Alice Cachorro","Bloco depois da Coluna de Informação",25,305,0,"Camisa com manga Alice Cachorro",1,GG,0,1,250,18,0,1,0,0,1,1,1,0,1,1,1,0,1,0,1,0,1,0,0,1,0,"Camisas masculinas::1::1::1/Bandas::1::1::1",,
CMCMP00130,Camisas,simple,base,"Alice in Chains",,Brasil,"Camisa com manga Alice In Chains Caveira Colorida",0,0,768,"com manga","No Carrinho","Utilizar configuração","Camisa com manga Alice In Chains Caveira Colorida","Bloco depois da Coluna de Informação",25,768,0,"Camisa com manga Alice In Chains Caveira Colorida",1,P,0,1,250,10,0,1,0,0,1,1,1,0,1,1,1,0,1,0,1,0,1,0,0,1,0,"Camisas masculinas::1::1::1/Bandas::1::1::1",,
CMCMM00128,Camisas,simple,base,"Alice in Chains",,Brasil,"Camisa com manga Alice In Chains Caveira Colorida",0,0,768,"com manga","No Carrinho","Utilizar configuração","Camisa com manga Alice In Chains Caveira Colorida","Bloco depois da Coluna de Informação",25,768,0,"Camisa com manga Alice In Chains Caveira Colorida",1,M,0,1,250,3,0,1,0,0,1,1,1,0,1,1,1,0,1,0,1,0,1,0,0,1,0,"Camisas masculinas::1::1::1/Bandas::1::1::1",,
CMCMG00125,Camisas,simple,base,"Alice in Chains",,Brasil,"Camisa com manga Alice In Chains Caveira Colorida",0,0,768,"com manga","No Carrinho","Utilizar configuração","Camisa com manga Alice In Chains Caveira Colorida","Bloco depois da Coluna de Informação",25,768,0,"Camisa com manga Alice In Chains Caveira Colorida",1,G,0,1,250,5,0,1,0,0,1,1,1,0,1,1,1,0,1,0,1,0,1,0,0,1,0,"Camisas masculinas::1::1::1/Bandas::1::1::1",,
CMCMGG00072,Camisas,simple,base,"Alice in Chains",,Brasil,"Camisa com manga Alice In Chains Caveira Colorida",0,0,768,"com manga","No Carrinho","Utilizar configuração","Camisa com manga Alice In Chains Caveira Colorida","Bloco depois da Coluna de Informação",25,768,0,"Camisa com manga Alice In Chains Caveira Colorida",1,GG,0,1,250,0,0,1,0,0,1,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,"Camisas masculinas::1::1::1/Bandas::1::1::1",,
CMCMP00131,Camisas,simple,base,"Alice in Chains",,Brasil,"Camisa com manga Alice In Chains Caveira P/b",0,0,769,"com manga","No Carrinho","Utilizar configuração","Camisa com manga Alice In Chains Caveira P/b","Bloco depois da Coluna de Informação",25,769,0,"Camisa com manga Alice In Chains Caveira P/b",1,P,0,1,250,0,0,1,0,0,1,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,"Camisas masculinas::1::1::1/Bandas::1::1::1",,
CMCMM00129,Camisas,simple,base,"Alice in Chains",,Brasil,"Camisa com manga Alice In Chains Caveira P/b",0,0,769,"com manga","No Carrinho","Utilizar configuração","Camisa com manga Alice In Chains Caveira P/b","Bloco depois da Coluna de Informação",25,769,0,"Camisa com manga Alice In Chains Caveira P/b",1,M,0,1,250,0,0,1,0,0,1,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,"Camisas masculinas::1::1::1/Bandas::1::1::1",,
CMCMG00126,Camisas,simple,base,"Alice in Chains",,Brasil,"Camisa com manga Alice In Chains Caveira P/b",0,0,769,"com manga","No Carrinho","Utilizar configuração","Camisa com manga Alice In Chains Caveira P/b","Bloco depois da Coluna de Informação",25,769,0,"Camisa com manga Alice In Chains Caveira P/b",1,G,0,1,250,0,0,1,0,0,1,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,"Camisas masculinas::1::1::1/Bandas::1::1::1",,
CMCMGG00073,Camisas,simple,base,"Alice in Chains",,Brasil,"Camisa com manga Alice In Chains Caveira P/b",0,0,769,"com manga","No Carrinho","Utilizar configuração","Camisa com manga Alice In Chains Caveira P/b","Bloco depois da Coluna de Informação",25,769,0,"Camisa com manga Alice In Chains Caveira P/b",1,GG,0,1,250,0,0,1,0,0,1,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,"Camisas masculinas::1::1::1/Bandas::1::1::1",,
CMCMP00100,Camisas,simple,base,"Alice in Chains",,Brasil,"Camisa com manga Alice In Chains Sol",0,0,584,"com manga","No Carrinho","Utilizar configuração","Camisa com manga Alice In Chains Sol","Bloco depois da Coluna de Informação",25,584,0,"Camisa com manga Alice In Chains Sol",1,P,0,1,250,0,0,1,0,0,1,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,"Camisas masculinas::1::1::1/Bandas::1::1::1",,
CMCMM00099,Camisas,simple,base,"Alice in Chains",,Brasil,"Camisa com manga Alice In Chains Sol",0,0,584,"com manga","No Carrinho","Utilizar configuração","Camisa com manga Alice In Chains Sol","Bloco depois da Coluna de Informação",25,584,0,"Camisa com manga Alice In Chains Sol",1,M,0,1,250,5,0,1,0,0,1,1,1,0,1,1,1,0,1,0,1,0,1,0,0,1,0,"Camisas masculinas::1::1::1/Bandas::1::1::1",,
CMCMG00097,Camisas,simple,base,"Alice in Chains",,Brasil,"Camisa com manga Alice In Chains Sol",0,0,584,"com manga","No Carrinho","Utilizar configuração","Camisa com manga Alice In Chains Sol","Bloco depois da Coluna de Informação",25,584,0,"Camisa com manga Alice In Chains Sol",1,G,0,1,250,3,0,1,0,0,1,1,1,0,1,1,1,0,1,0,1,0,1,0,0,1,0,"Camisas masculinas::1::1::1/Bandas::1::1::1",,
CMCMP00140,Camisas,simple,base,"Alice in Chains",,Brasil,"Camisa com manga Alice Sol",0,0,584,"com manga","Utilizar configuração","Utilizar configuração","Camisa com manga Alice Sol","Bloco depois da Coluna de Informação",25,584,0,"Camisa com manga Alice Sol",1,P,0,4,250,-3,0,1,0,0,1,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,"Camisas masculinas::1::1::1/Bandas::1::1::1",,
CMCMM00218,Camisas,simple,base,"Amon Amarth",,Brasil,"Camisa com manga Amon Amarth Cinza",0,0,274,"com manga","No Carrinho","Utilizar configuração","Camisa com manga Amon Amarth Cinza","Bloco depois da Coluna de Informação",25,274,0,"Camisa com manga Amon Amarth Cinza",1,M,0,1,250,7,0,1,0,0,1,1,1,0,1,1,1,0,1,0,1,0,1,0,0,1,0,"Camisas masculinas::1::1::1/Bandas::1::1::1",,
CMCMG00219,Camisas,simple,base,"Amon Amarth",,Brasil,"Camisa com manga Amon Amarth Cinza",0,0,274,"com manga","No Carrinho","Utilizar configuração","Camisa com manga Amon Amarth Cinza","Bloco depois da Coluna de Informação",25,274,0,"Camisa com manga Amon Amarth Cinza",1,G,0,1,250,8,0,1,0,0,1,1,1,0,1,1,1,0,1,0,1,0,1,0,0,1,0,"Camisas masculinas::1::1::1/Bandas::1::1::1",,
CMCMGG00153,Camisas,simple,base,"Amon Amarth",,Brasil,"Camisa com manga Amon Amarth Cinza",0,0,274,"com manga","No Carrinho","Utilizar configuração","Camisa com manga Amon Amarth Cinza","Bloco depois da Coluna de Informação",25,274,0,"Camisa com manga Amon Amarth Cinza",1,GG,0,1,250,8,0,1,0,0,1,1,1,0,1,1,1,0,1,0,1,0,1,0,0,1,0,"Camisas masculinas::1::1::1/Bandas::1::1::1",,
CMCMM00208,Camisas,simple,base,"Amon Amarth",,Brasil,"Camisa com manga Amon Amarth Martelo",0,0,167,"com manga","No Carrinho","Utilizar configuração","Camisa com manga Amon Amarth Martelo","Bloco depois da Coluna de Informação",25,167,0,"Camisa com manga Amon Amarth Martelo",1,M,0,1,250,12,0,1,0,0,1,1,1,0,1,1,1,0,1,0,1,0,1,0,0,1,0,"Camisas masculinas::1::1::1/Bandas::1::1::1",,
CMCMG00209,Camisas,simple,base,"Amon Amarth",,Brasil,"Camisa com manga Amon Amarth Martelo",0,0,167,"com manga","No Carrinho","Utilizar configuração","Camisa com manga Amon Amarth Martelo","Bloco depois da Coluna de Informação",25,167,0,"Camisa com manga Amon Amarth Martelo",1,G,0,1,250,7,0,1,0,0,1,1,1,0,1,1,1,0,1,0,1,0,1,0,0,1,0,"Camisas masculinas::1::1::1/Bandas::1::1::1",,
CMCMGG00143,Camisas,simple,base,"Amon Amarth",,Brasil,"Camisa com manga Amon Amarth Martelo",0,0,167,"com manga","No Carrinho","Utilizar configuração","Camisa com manga Amon Amarth Martelo","Bloco depois da Coluna de Informação",25,167,0,"Camisa com manga Amon Amarth Martelo",1,GG,0,1,250,7,0,1,0,0,1,1,1,0,1,1,1,0,1,0,1,0,1,0,0,1,0,"Camisas masculinas::1::1::1/Bandas::1::1::1",,
CMCMM00343,Camisas,simple,base,"Amon Amarth",,Brasil,"Camisa com manga Amon Amarth Versus",0,0,56,"com manga","No Carrinho","Utilizar configuração","Camisa com manga Amon Amarth Versus","Bloco depois da Coluna de Informação",25,56,0,"Camisa com manga Amon Amarth Versus",1,M,0,1,250,7,0,1,0,0,1,1,1,0,1,1,1,0,1,0,1,0,1,0,0,1,0,"Camisas masculinas::1::1::1/Bandas::1::1::1",,
CMCMG00351,Camisas,simple,base,"Amon Amarth",,Brasil,"Camisa com manga Amon Amarth Versus",0,0,56,"com manga","No Carrinho","Utilizar configuração","Camisa com manga Amon Amarth Versus","Bloco depois da Coluna de Informação",25,56,0,"Camisa com manga Amon Amarth Versus",1,G,0,1,250,9,0,1,0,0,1,1,1,0,1,1,1,0,1,0,1,0,1,0,0,1,0,"Camisas masculinas::1::1::1/Bandas::1::1::1",,
CMCMGG00270,Camisas,simple,base,"Amon Amarth",,Brasil,"Camisa com manga Amon Amarth Versus",0,0,56,"com manga","No Carrinho","Utilizar configuração","Camisa com manga Amon Amarth Versus","Bloco depois da Coluna de Informação",25,56,0,"Camisa com manga Amon Amarth Versus",1,GG,0,1,250,4,0,1,0,0,1,1,1,0,1,1,1,0,1,0,1,0,1,0,0,1,0,"Camisas masculinas::1::1::1/Bandas::1::1::1",,
CMCMP00165,Camisas,simple,base,"Amy Winehouse",,Brasil,"Camisa com manga Amy Caveira",0,0,269,"com manga","No Carrinho","Utilizar configuração","Camisa com manga Amy Caveira","Bloco depois da Coluna de Informação",25,269,0,"Camisa com manga Amy Caveira",1,P,0,1,250,12,0,1,0,0,1,1,1,0,1,1,1,0,1,0,1,0,1,0,0,1,0,"Camisas masculinas::1::1::1/Bandas::1::1::1",,
CMCMM00162,Camisas,simple,base,"Amy Winehouse",,Brasil,"Camisa com manga Amy Caveira",0,0,269,"com manga","No Carrinho","Utilizar configuração","Camisa com manga Amy Caveira","Bloco depois da Coluna de Informação",25,269,0,"Camisa com manga Amy Caveira",1,M,0,1,250,9,0,1,0,0,1,1,1,0,1,1,1,0,1,0,1,0,1,0,0,1,0,"Camisas masculinas::1::1::1/Bandas::1::1::1",,
CMCMG00159,Camisas,simple,base,"Amy Winehouse",,Brasil,"Camisa com manga Amy Caveira",0,0,269,"com manga","No Carrinho","Utilizar configuração","Camisa com manga Amy Caveira","Bloco depois da Coluna de Informação",25,269,0,"Camisa com manga Amy Caveira",1,G,0,1,250,9,0,1,0,0,1,1,1,0,1,1,1,0,1,0,1,0,1,0,0,1,0,"Camisas masculinas::1::1::1/Bandas::1::1::1",,
CMCMGG00102,Camisas,simple,base,"Amy Winehouse",,Brasil,"Camisa com manga Amy Caveira",0,0,269,"com manga","No Carrinho","Utilizar configuração","Camisa com manga Amy Caveira","Bloco depois da Coluna de Informação",25,269,0,"Camisa com manga Amy Caveira",1,GG,0,1,250,8,0,1,0,0,1,1,1,0,1,1,1,0,1,0,1,0,1,0,0,1,0,"Camisas masculinas::1::1::1/Bandas::1::1::1",,
